"Designator","Comment","Layer","Footprint","Mid X","Mid Y","Rotation","Description"
"D84","LED_MTX","Top","EVRL-0402-2_V","59.5891","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D83","LED_MTX","Top","EVRL-0402-2_V","57.4555","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D82","LED_MTX","Top","EVRL-0402-2_V","55.3219","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D81","LED_MTX","Top","EVRL-0402-2_V","53.1883","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D80","LED_MTX","Top","EVRL-0402-2_V","51.0547","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D79","LED_MTX","Top","EVRL-0402-2_V","48.9211","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D78","LED_MTX","Top","EVRL-0402-2_V","46.7875","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D77","LED_MTX","Top","EVRL-0402-2_V","44.6539","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D76","LED_MTX","Top","EVRL-0402-2_V","42.5203","28.4219","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D75","LED_MTX","Top","EVRL-0402-2_V","72.3907","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D74","LED_MTX","Top","EVRL-0402-2_V","70.2571","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D73","LED_MTX","Top","EVRL-0402-2_V","68.1235","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D72","LED_MTX","Top","EVRL-0402-2_V","65.9899","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D71","LED_MTX","Top","EVRL-0402-2_V","63.8563","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D70","LED_MTX","Top","EVRL-0402-2_V","61.7227","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D69","LED_MTX","Top","EVRL-0402-2_V","59.5891","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D68","LED_MTX","Top","EVRL-0402-2_V","57.4555","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D67","LED_MTX","Top","EVRL-0402-2_V","55.3219","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D66","LED_MTX","Top","EVRL-0402-2_V","53.1883","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D65","LED_MTX","Top","EVRL-0402-2_V","51.0547","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D64","LED_MTX","Top","EVRL-0402-2_V","48.9211","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D63","LED_MTX","Top","EVRL-0402-2_V","46.7875","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D62","LED_MTX","Top","EVRL-0402-2_V","44.6539","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D61","LED_MTX","Top","EVRL-0402-2_V","42.5203","30.5555","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D60","LED_MTX","Top","EVRL-0402-2_V","72.3907","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D59","LED_MTX","Top","EVRL-0402-2_V","70.2571","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D58","LED_MTX","Top","EVRL-0402-2_V","68.1235","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D57","LED_MTX","Top","EVRL-0402-2_V","65.9899","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D56","LED_MTX","Top","EVRL-0402-2_V","63.8563","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D55","LED_MTX","Top","EVRL-0402-2_V","61.7227","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D54","LED_MTX","Top","EVRL-0402-2_V","59.5891","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D53","LED_MTX","Top","EVRL-0402-2_V","57.4555","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D52","LED_MTX","Top","EVRL-0402-2_V","55.3219","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D51","LED_MTX","Top","EVRL-0402-2_V","53.1883","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D50","LED_MTX","Top","EVRL-0402-2_V","51.0547","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D49","LED_MTX","Top","EVRL-0402-2_V","48.9211","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D48","LED_MTX","Top","EVRL-0402-2_V","46.7875","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D47","LED_MTX","Top","EVRL-0402-2_V","44.6539","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D46","LED_MTX","Top","EVRL-0402-2_V","42.5203","32.6891","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D45","LED_MTX","Top","EVRL-0402-2_V","72.3907","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D44","LED_MTX","Top","EVRL-0402-2_V","70.2571","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D43","LED_MTX","Top","EVRL-0402-2_V","68.1235","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D42","LED_MTX","Top","EVRL-0402-2_V","65.9899","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D41","LED_MTX","Top","EVRL-0402-2_V","63.8563","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D40","LED_MTX","Top","EVRL-0402-2_V","61.7227","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D39","LED_MTX","Top","EVRL-0402-2_V","59.5891","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D38","LED_MTX","Top","EVRL-0402-2_V","57.4555","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D37","LED_MTX","Top","EVRL-0402-2_V","55.3219","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D36","LED_MTX","Top","EVRL-0402-2_V","53.1883","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D35","LED_MTX","Top","EVRL-0402-2_V","51.0547","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D34","LED_MTX","Top","EVRL-0402-2_V","48.9211","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D33","LED_MTX","Top","EVRL-0402-2_V","46.7875","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D32","LED_MTX","Top","EVRL-0402-2_V","44.6539","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D31","LED_MTX","Top","EVRL-0402-2_V","42.5203","34.8227","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D30","LED_MTX","Top","EVRL-0402-2_V","72.3907","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D29","LED_MTX","Top","EVRL-0402-2_V","70.2571","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D28","LED_MTX","Top","EVRL-0402-2_V","68.1235","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D27","LED_MTX","Top","EVRL-0402-2_V","65.9899","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D26","LED_MTX","Top","EVRL-0402-2_V","63.8563","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D25","LED_MTX","Top","EVRL-0402-2_V","61.7227","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D24","LED_MTX","Top","EVRL-0402-2_V","59.5891","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D23","LED_MTX","Top","EVRL-0402-2_V","57.4555","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D22","LED_MTX","Top","EVRL-0402-2_V","55.3219","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D21","LED_MTX","Top","EVRL-0402-2_V","53.1883","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D20","LED_MTX","Top","EVRL-0402-2_V","51.0547","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D19","LED_MTX","Top","EVRL-0402-2_V","48.9211","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D18","LED_MTX","Top","EVRL-0402-2_V","46.7875","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D17","LED_MTX","Top","EVRL-0402-2_V","44.6539","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D16","LED_MTX","Top","EVRL-0402-2_V","42.5203","36.9563","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D15","LED_MTX","Top","EVRL-0402-2_V","72.3907","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D14","LED_MTX","Top","EVRL-0402-2_V","70.2571","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D13","LED_MTX","Top","EVRL-0402-2_V","68.1235","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D12","LED_MTX","Top","EVRL-0402-2_V","65.9899","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D11","LED_MTX","Top","EVRL-0402-2_V","63.8563","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D10","LED_MTX","Top","EVRL-0402-2_V","61.7227","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D9","LED_MTX","Top","EVRL-0402-2_V","59.5891","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D8","LED_MTX","Top","EVRL-0402-2_V","57.4555","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D7","LED_MTX","Top","EVRL-0402-2_V","55.3219","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D6","LED_MTX","Top","EVRL-0402-2_V","53.1883","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D5","LED_MTX","Top","EVRL-0402-2_V","51.0547","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D4","LED_MTX","Top","EVRL-0402-2_V","48.9211","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D3","LED_MTX","Top","EVRL-0402-2_V","46.7875","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D2","LED_MTX","Top","EVRL-0402-2_V","44.6539","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
"D1","LED_MTX","Top","EVRL-0402-2_V","42.5203","39.0899","315","Chip LED, Blue , 5 V, 10 mA, 30 mW, -40 to 85 degC, 2-Pin SMD (0402), RoHS, Tape and Reel"
